OrderID,ProductName,Category,Quantity,Price,Revenue,OrderDate
ORD-100799,Laptop Sleeve,Electronics,3,30.53,91.59,2025-04-22
ORD-100800,Bluetooth Speaker,Electronics,3,60.49,181.47,2024-07-31
ORD-100801,Cotton T-Shirt,Clothing,3,11.0,33.0,2024-04-02
ORD-100802,Sunscreen,Beauty,3,13.8,41.4,2024-02-11
ORD-100803,Dumbbell Set,Sports,4,107.45,429.8,2024-04-03
ORD-100804,Football,Sports,5,12.55,62.75,2025-06-09
ORD-100805,Denim Jeans,Clothing,2,59.91,119.82,2024-02-01
ORD-100806,Fitness Tracker,Sports,3,68.24,204.72,2025-07-17
ORD-100807,Denim Jeans,Clothing,3,20.55,61.65,2024-05-04
ORD-100808,Dumbbell Set,Sports,2,53.31,106.62,2024-05-13
ORD-100809,Cotton T-Shirt,Clothing,2,18.16,36.32,2025-08-19
ORD-100810,Yoga Mat,Sports,4,56.52,226.08,2024-01-23
ORD-100811,Laptop Sleeve,Electronics,3,23.7,71.1,2024-05-11
ORD-100812,Cycling Helmet,Sports,4,22.06,88.24,2024-05-05
ORD-100813,Denim Jeans,Clothing,2,35.55,71.1,2025-08-10
ORD-100814,Lipstick Set,Beauty,2,16.79,33.58,2024-01-31
ORD-100815,Running Jacket,Clothing,4,100.56,402.24,2024-08-07
ORD-100816,Sneakers,Clothing,8,46.01,368.08,2024-06-01
ORD-100817,Electric Kettle,Home & Kitchen,6,27.78,166.68,2025-10-24
ORD-100818,Hoodie,Clothing,5,25.51,127.55,2025-05-05
ORD-100819,Denim Jeans,Clothing,4,28.59,114.36,2025-03-05
ORD-100820,Fitness Tracker,Sports,3,123.82,371.46,2024-09-12
ORD-100821,Face Serum,Beauty,5,54.57,272.85,2025-01-26
ORD-100822,Hoodie,Clothing,4,48.72,194.88,2025-05-11
ORD-100823,Storage Container Set,Home & Kitchen,4,22.49,89.96,2025-02-01
ORD-100824,Smartwatch,Electronics,3,80.53,241.59,2024-08-12
ORD-100825,Hair Dryer,Beauty,2,93.04,186.08,2024-02-29
ORD-100826,Storage Container Set,Home & Kitchen,4,45.73,182.92,2025-08-21
ORD-100827,Yoga Mat,Sports,1,36.38,36.38,2024-09-10
ORD-100828,Cotton T-Shirt,Clothing,3,17.32,51.96,2024-08-12
ORD-100829,Football,Sports,4,44.78,179.12,2024-12-29
ORD-100830,Dumbbell Set,Sports,1,48.84,48.84,2024-06-29
ORD-100831,Running Jacket,Clothing,1,35.23,35.23,2025-08-28
ORD-100832,Sunscreen,Beauty,2,12.04,24.08,2025-07-31
ORD-100833,Football,Sports,1,22.28,22.28,2025-07-09
ORD-100834,Non-stick Pan,Home & Kitchen,5,24.73,123.65,2024-02-27
ORD-100835,Smartwatch,Electronics,4,96.03,384.12,2025-05-04
ORD-100836,Dumbbell Set,Sports,4,71.74,286.96,2024-05-13
ORD-100837,Bluetooth Speaker,Electronics,3,25.41,76.23,2024-03-01
ORD-100838,Electric Kettle,Home & Kitchen,3,51.66,154.98,2024-04-23
ORD-100839,Yoga Mat,Sports,1,40.34,40.34,2025-01-17
ORD-100840,Vacuum Cleaner,Home & Kitchen,3,140.26,420.78,2024-04-13
ORD-100841,Denim Jeans,Clothing,4,43.1,172.4,2025-03-23
ORD-100842,Cycling Helmet,Sports,2,66.63,133.26,2024-06-27
ORD-100843,Vacuum Cleaner,Home & Kitchen,3,124.23,372.69,2024-12-31
ORD-100844,Electric Kettle,Home & Kitchen,1,32.57,32.57,2025-01-22
ORD-100845,Moisturizer,Beauty,3,36.04,108.12,2024-06-30
ORD-100846,Fitness Tracker,Sports,4,126.16,504.64,2025-02-04
ORD-100847,Sunscreen,Beauty,6,12.74,76.44,2024-02-03
ORD-100848,Hoodie,Clothing,4,66.19,264.76,2024-08-14
ORD-100849,Laptop Sleeve,Electronics,4,36.0,144.0,2024-05-24
ORD-100850,Bluetooth Speaker,Electronics,3,55.08,165.24,2024-11-23
ORD-100851,Yoga Mat,Sports,5,46.37,231.85,2025-12-26
ORD-100852,Hair Dryer,Beauty,2,19.46,38.92,2025-04-02
ORD-100853,Wireless Earbuds,Electronics,4,76.86,307.44,2024-12-24
ORD-100854,Wireless Earbuds,Electronics,4,73.42,293.68,2024-02-19
ORD-100855,Moisturizer,Beauty,5,26.51,132.55,2025-02-27
ORD-100856,Hoodie,Clothing,3,28.14,84.42,2025-01-19
ORD-100857,Vacuum Cleaner,Home & Kitchen,4,225.42,901.68,2025-10-28
ORD-100858,Laptop Sleeve,Electronics,3,50.53,151.59,2024-03-16
ORD-100859,Wireless Earbuds,Electronics,4,69.19,276.76,2024-11-22
ORD-100860,Bluetooth Speaker,Electronics,2,89.81,179.62,2024-06-23
ORD-100861,Wireless Earbuds,Electronics,3,121.89,365.67,2025-07-14
ORD-100862,Cycling Helmet,Sports,4,85.1,340.4,2025-08-31
ORD-100863,Yoga Mat,Sports,3,50.95,152.85,2025-03-17
ORD-100864,Laptop Sleeve,Electronics,2,22.83,45.66,2024-06-09
ORD-100865,Denim Jeans,Clothing,2,47.09,94.18,2025-02-23
ORD-100866,Sunscreen,Beauty,5,22.51,112.55,2024-09-28
ORD-100867,Cotton T-Shirt,Clothing,4,15.77,63.08,2024-02-20
ORD-100868,Air Fryer,Home & Kitchen,2,68.05,136.1,2024-06-06
ORD-100869,Wireless Earbuds,Electronics,2,115.59,231.18,2024-10-28
ORD-100870,Air Fryer,Home & Kitchen,5,66.0,330.0,2024-07-23
ORD-100871,Bluetooth Speaker,Electronics,4,56.9,227.6,2024-03-24
ORD-100872,Laptop Sleeve,Electronics,1,36.07,36.07,2025-04-27
ORD-100873,Non-stick Pan,Home & Kitchen,2,46.21,92.42,2025-10-19
ORD-100874,Laptop Sleeve,Electronics,6,21.94,131.64,2025-01-13
ORD-100875,Laptop Sleeve,Electronics,3,30.85,92.55,2025-04-21
ORD-100876,Fitness Tracker,Sports,2,49.54,99.08,2024-03-04
ORD-100877,Face Serum,Beauty,6,51.73,310.38,2024-03-28
ORD-100878,Lipstick Set,Beauty,4,13.36,53.44,2025-08-26
ORD-100879,Laptop Sleeve,Electronics,3,37.36,112.08,2025-06-19
ORD-100880,Air Fryer,Home & Kitchen,7,190.5,1333.5,2025-08-09
ORD-100881,Non-stick Pan,Home & Kitchen,4,52.82,211.28,2025-02-08
ORD-100882,Sunscreen,Beauty,3,28.16,84.48,2025-08-07
ORD-100883,Sunscreen,Beauty,2,14.17,28.34,2024-05-30
ORD-100884,Moisturizer,Beauty,2,42.39,84.78,2024-06-20
ORD-100885,Moisturizer,Beauty,3,26.78,80.34,2024-02-13
ORD-100886,Football,Sports,4,45.64,182.56,2024-07-25
ORD-100887,Vacuum Cleaner,Home & Kitchen,6,132.94,797.64,2024-09-21
ORD-100888,Face Serum,Beauty,3,36.22,108.66,2024-03-30
ORD-100889,Running Jacket,Clothing,1,70.36,70.36,2024-10-09
ORD-100890,Yoga Mat,Sports,2,45.86,91.72,2025-12-18
ORD-100891,Air Fryer,Home & Kitchen,4,120.1,480.4,2024-04-25
ORD-100892,Smartwatch,Electronics,4,237.66,950.64,2025-08-19
ORD-100893,Yoga Mat,Sports,3,41.87,125.61,2025-07-30
ORD-100894,Sunscreen,Beauty,3,26.8,80.4,2024-12-18
ORD-100895,Sneakers,Clothing,2,94.19,188.38,2025-08-08
ORD-100896,Bluetooth Speaker,Electronics,5,33.09,165.45,2025-02-16
ORD-100897,Air Fryer,Home & Kitchen,5,110.73,553.65,2024-02-09
ORD-100898,Dumbbell Set,Sports,4,104.3,417.2,2024-02-20
ORD-100899,Cycling Helmet,Sports,2,43.57,87.14,2024-01-21
ORD-100900,Hair Dryer,Beauty,3,95.82,287.46,2024-10-14
ORD-100901,Yoga Mat,Sports,6,18.53,111.18,2024-08-21
ORD-100902,Football,Sports,4,21.95,87.8,2024-11-24
ORD-100903,Cotton T-Shirt,Clothing,3,16.66,49.98,2024-07-11
ORD-100904,Football,Sports,5,40.66,203.3,2025-05-11
ORD-100905,Yoga Mat,Sports,5,44.16,220.8,2025-06-11
ORD-100906,Smartwatch,Electronics,5,119.31,596.55,2025-02-17
ORD-100907,Fitness Tracker,Sports,7,47.59,333.13,2024-01-30
ORD-100908,Dumbbell Set,Sports,3,51.15,153.45,2024-02-29
ORD-100909,Running Jacket,Clothing,4,59.81,239.24,2025-12-22
ORD-100910,Sneakers,Clothing,4,79.29,317.16,2025-06-01
ORD-100911,Yoga Mat,Sports,6,26.01,156.06,2024-09-04
ORD-100912,Electric Kettle,Home & Kitchen,7,35.98,251.86,2025-04-30
ORD-100913,Denim Jeans,Clothing,3,51.73,155.19,2024-09-21
ORD-100914,Hair Dryer,Beauty,1,53.8,53.8,2024-01-29
ORD-100915,Smartwatch,Electronics,4,262.66,1050.64,2024-08-07
ORD-100916,Electric Kettle,Home & Kitchen,2,40.58,81.16,2024-10-02
ORD-100917,Non-stick Pan,Home & Kitchen,2,58.25,116.5,2025-04-30
ORD-100918,Vacuum Cleaner,Home & Kitchen,4,110.96,443.84,2024-01-09
ORD-100919,Storage Container Set,Home & Kitchen,2,54.28,108.56,2025-12-30
ORD-100920,Air Fryer,Home & Kitchen,1,198.84,198.84,2025-01-20
ORD-100921,Denim Jeans,Clothing,4,36.35,145.4,2025-04-22
ORD-100922,Vacuum Cleaner,Home & Kitchen,2,183.27,366.54,2025-02-10
ORD-100923,Bluetooth Speaker,Electronics,2,65.66,131.32,2025-07-28
ORD-100924,Storage Container Set,Home & Kitchen,4,18.87,75.48,2025-12-01
ORD-100925,Bluetooth Speaker,Electronics,2,45.87,91.74,2025-10-17
ORD-100926,Running Jacket,Clothing,4,48.46,193.84,2024-07-11
ORD-100927,Face Serum,Beauty,2,30.21,60.42,2025-09-06
ORD-100928,Denim Jeans,Clothing,5,49.83,249.15,2024-01-27
ORD-100929,Cycling Helmet,Sports,4,46.71,186.84,2025-03-04
ORD-100930,Sunscreen,Beauty,2,35.52,71.04,2025-12-26
ORD-100931,Hair Dryer,Beauty,4,48.0,192.0,2025-12-31
ORD-100932,Air Fryer,Home & Kitchen,5,133.25,666.25,2025-11-18
ORD-100933,Denim Jeans,Clothing,3,67.41,202.23,2025-11-04
ORD-100934,Wireless Earbuds,Electronics,4,44.1,176.4,2025-04-27
ORD-100935,Hoodie,Clothing,5,98.06,490.3,2024-07-06
ORD-100936,Yoga Mat,Sports,3,21.56,64.68,2024-08-15
ORD-100937,Hair Dryer,Beauty,3,85.22,255.66,2025-03-06
ORD-100938,Running Jacket,Clothing,3,58.65,175.95,2025-08-22
ORD-100939,Football,Sports,3,33.05,99.15,2024-02-24
ORD-100940,Vacuum Cleaner,Home & Kitchen,3,188.45,565.35,2024-03-13
ORD-100941,Wireless Earbuds,Electronics,4,86.66,346.64,2025-11-28
ORD-100942,Cotton T-Shirt,Clothing,4,11.64,46.56,2024-06-03
ORD-100943,Laptop Sleeve,Electronics,5,62.41,312.05,2025-08-06
ORD-100944,Dumbbell Set,Sports,3,131.9,395.7,2024-11-19
ORD-100945,Wireless Earbuds,Electronics,1,63.8,63.8,2025-05-14
ORD-100946,Cycling Helmet,Sports,4,22.87,91.48,2025-10-11
ORD-100947,Denim Jeans,Clothing,3,46.9,140.7,2024-06-21
ORD-100948,Wireless Earbuds,Electronics,4,87.0,348.0,2024-05-12
ORD-100949,Air Fryer,Home & Kitchen,1,195.48,195.48,2025-03-15
ORD-100950,Cotton T-Shirt,Clothing,7,12.43,87.01,2025-06-30
ORD-100951,Cotton T-Shirt,Clothing,2,26.93,53.86,2024-11-25
ORD-100952,Non-stick Pan,Home & Kitchen,2,20.18,40.36,2025-11-23
ORD-100953,Moisturizer,Beauty,4,43.27,173.08,2025-12-11
ORD-100954,Cotton T-Shirt,Clothing,2,15.87,31.74,2025-01-27
ORD-100955,Cotton T-Shirt,Clothing,4,13.16,52.64,2024-02-16
ORD-100956,Hoodie,Clothing,5,63.89,319.45,2025-09-02
ORD-100957,Denim Jeans,Clothing,8,71.89,575.12,2024-12-16
ORD-100958,Electric Kettle,Home & Kitchen,3,55.42,166.26,2024-06-17
ORD-100959,Football,Sports,4,18.06,72.24,2024-01-20
ORD-100960,Moisturizer,Beauty,4,37.09,148.36,2024-08-04
ORD-100961,Electric Kettle,Home & Kitchen,6,31.98,191.88,2024-05-06
ORD-100962,Non-stick Pan,Home & Kitchen,3,53.17,159.51,2025-01-19
ORD-100963,Hoodie,Clothing,3,25.68,77.04,2025-09-30
ORD-100964,Yoga Mat,Sports,4,41.22,164.88,2025-10-31
ORD-100965,Wireless Earbuds,Electronics,7,69.52,486.64,2025-03-02
ORD-100966,Bluetooth Speaker,Electronics,4,65.73,262.92,2025-04-30
ORD-100967,Wireless Earbuds,Electronics,3,100.25,300.75,2024-11-04
ORD-100968,Smartwatch,Electronics,6,213.17,1279.02,2024-10-03
ORD-100969,Lipstick Set,Beauty,4,22.03,88.12,2024-04-17
ORD-100970,Storage Container Set,Home & Kitchen,2,40.52,81.04,2024-04-26
ORD-100971,Vacuum Cleaner,Home & Kitchen,4,225.11,900.44,2024-07-23
ORD-100972,Dumbbell Set,Sports,7,124.88,874.16,2025-01-01
ORD-100973,Cotton T-Shirt,Clothing,4,18.84,75.36,2025-07-15
ORD-100974,Laptop Sleeve,Electronics,1,38.98,38.98,2024-12-04
ORD-100975,Wireless Earbuds,Electronics,3,119.4,358.2,2024-04-23
ORD-100976,Electric Kettle,Home & Kitchen,4,54.99,219.96,2024-04-02
ORD-100977,Wireless Earbuds,Electronics,5,91.43,457.15,2024-09-19
ORD-100978,Running Jacket,Clothing,7,71.53,500.71,2024-09-27
ORD-100979,Smartphone Case,Electronics,1,30.82,30.82,2024-02-10
ORD-100980,Running Jacket,Clothing,5,88.21,441.05,2025-03-12
ORD-100981,Wireless Earbuds,Electronics,3,109.73,329.19,2024-01-10
ORD-100982,Electric Kettle,Home & Kitchen,1,39.23,39.23,2024-12-02
ORD-100983,Hoodie,Clothing,3,77.56,232.68,2024-10-01
ORD-100984,Bluetooth Speaker,Electronics,5,34.55,172.75,2024-07-06
ORD-100985,Sneakers,Clothing,4,121.84,487.36,2024-10-05
ORD-100986,Lipstick Set,Beauty,5,22.56,112.8,2025-03-07
ORD-100987,Face Serum,Beauty,4,55.44,221.76,2024-05-15
ORD-100988,Smartphone Case,Electronics,5,19.87,99.35,2024-04-16
ORD-100989,Vacuum Cleaner,Home & Kitchen,2,177.65,355.3,2025-11-25
ORD-100990,Storage Container Set,Home & Kitchen,5,13.09,65.45,2025-09-18
ORD-100991,Moisturizer,Beauty,3,44.67,134.01,2025-05-09
ORD-100992,Laptop Sleeve,Electronics,3,21.96,65.88,2025-03-27
ORD-100993,Running Jacket,Clothing,2,97.63,195.26,2024-01-13
ORD-100994,Sunscreen,Beauty,3,14.42,43.26,2025-08-01
ORD-100995,Cycling Helmet,Sports,4,55.49,221.96,2025-06-15
ORD-100996,Face Serum,Beauty,3,49.63,148.89,2025-03-19
ORD-100997,Running Jacket,Clothing,6,113.41,680.46,2025-11-10
ORD-100998,Hoodie,Clothing,4,22.91,91.64,2025-09-19
ORD-100999,Electric Kettle,Home & Kitchen,4,51.43,205.72,2025-06-01
ORD-101000,Dumbbell Set,Sports,2,113.25,226.5,2024-03-17
ORD-101001,Running Jacket,Clothing,3,30.87,92.61,2024-10-11
ORD-101002,Laptop Sleeve,Electronics,5,48.45,242.25,2025-02-16
ORD-101003,Laptop Sleeve,Electronics,2,34.09,68.18,2025-08-09
ORD-101004,Football,Sports,3,16.75,50.25,2024-11-19
ORD-101005,Non-stick Pan,Home & Kitchen,3,38.38,115.14,2024-04-15
ORD-101006,Smartwatch,Electronics,4,274.06,1096.24,2024-01-01
ORD-101007,Sunscreen,Beauty,6,14.86,89.16,2025-10-14
ORD-101008,Electric Kettle,Home & Kitchen,3,50.17,150.51,2025-11-01
ORD-101009,Cycling Helmet,Sports,3,73.52,220.56,2024-02-25
ORD-101010,Cycling Helmet,Sports,5,70.48,352.4,2025-07-27
ORD-101011,Storage Container Set,Home & Kitchen,3,15.87,47.61,2025-04-08
ORD-101012,Moisturizer,Beauty,5,21.34,106.7,2024-01-03
ORD-101013,Hair Dryer,Beauty,4,58.59,234.36,2025-07-14
ORD-101014,Face Serum,Beauty,5,42.64,213.2,2024-06-17
ORD-101015,Lipstick Set,Beauty,6,14.52,87.12,2024-04-19
ORD-101016,Wireless Earbuds,Electronics,3,49.7,149.1,2025-02-06
ORD-101017,Moisturizer,Beauty,4,16.33,65.32,2024-12-12
ORD-101018,Hoodie,Clothing,2,75.49,150.98,2024-05-06
ORD-101019,Hoodie,Clothing,5,27.56,137.8,2025-05-31
ORD-101020,Vacuum Cleaner,Home & Kitchen,3,191.0,573.0,2024-02-19
ORD-101021,Hoodie,Clothing,1,74.02,74.02,2025-05-09
ORD-101022,Moisturizer,Beauty,3,33.3,99.9,2025-12-09
ORD-101023,Moisturizer,Beauty,2,24.53,49.06,2024-04-16
ORD-101024,Storage Container Set,Home & Kitchen,2,41.07,82.14,2025-05-31
ORD-101025,Hoodie,Clothing,2,92.42,184.84,2025-12-10
ORD-101026,Running Jacket,Clothing,4,67.71,270.84,2024-10-28
ORD-101027,Laptop Sleeve,Electronics,4,52.89,211.56,2025-09-08
ORD-101028,Hair Dryer,Beauty,3,81.44,244.32,2025-12-19
ORD-101029,Hoodie,Clothing,6,34.06,204.36,2025-10-09
ORD-101030,Bluetooth Speaker,Electronics,3,68.79,206.37,2025-12-04
ORD-101031,Moisturizer,Beauty,4,31.69,126.76,2025-05-30
ORD-101032,Non-stick Pan,Home & Kitchen,5,50.61,253.05,2024-12-26
ORD-101033,Air Fryer,Home & Kitchen,6,223.09,1338.54,2025-11-21
ORD-101034,Cycling Helmet,Sports,5,80.59,402.95,2025-03-08
ORD-101035,Non-stick Pan,Home & Kitchen,5,20.8,104.0,2025-01-25
ORD-101036,Moisturizer,Beauty,4,35.96,143.84,2024-09-30
ORD-101037,Bluetooth Speaker,Electronics,5,65.46,327.3,2025-11-30
ORD-101038,Cycling Helmet,Sports,5,68.61,343.05,2024-07-27
ORD-101039,Laptop Sleeve,Electronics,2,43.43,86.86,2024-04-14
ORD-101040,Sunscreen,Beauty,1,24.66,24.66,2024-08-17
ORD-101041,Electric Kettle,Home & Kitchen,3,52.42,157.26,2025-06-07
ORD-101042,Hair Dryer,Beauty,6,81.79,490.74,2025-12-10
ORD-101043,Football,Sports,3,39.23,117.69,2025-03-02
ORD-101044,Cycling Helmet,Sports,6,24.21,145.26,2025-07-19
ORD-101045,Moisturizer,Beauty,3,41.62,124.86,2025-09-27
ORD-101046,Football,Sports,4,38.99,155.96,2024-08-18
ORD-101047,Hair Dryer,Beauty,8,52.98,423.84,2025-08-25
ORD-101048,Electric Kettle,Home & Kitchen,1,33.13,33.13,2024-10-28
ORD-101049,Yoga Mat,Sports,4,53.79,215.16,2024-07-10
ORD-101050,Face Serum,Beauty,2,14.71,29.42,2025-01-21
ORD-101051,Running Jacket,Clothing,5,43.13,215.65,2024-05-13
ORD-101052,Yoga Mat,Sports,5,36.88,184.4,2024-12-04
ORD-101053,Yoga Mat,Sports,3,43.63,130.89,2024-06-06
ORD-101054,Vacuum Cleaner,Home & Kitchen,2,154.17,308.34,2025-11-08
ORD-101055,Sunscreen,Beauty,3,11.79,35.37,2025-01-01
ORD-101056,Sunscreen,Beauty,6,23.23,139.38,2024-08-13
ORD-101057,Vacuum Cleaner,Home & Kitchen,2,157.34,314.68,2024-06-12
ORD-101058,Non-stick Pan,Home & Kitchen,4,31.83,127.32,2024-12-23
ORD-101059,Bluetooth Speaker,Electronics,3,71.08,213.24,2024-12-05
ORD-101060,Smartwatch,Electronics,2,184.9,369.8,2025-06-27
ORD-101061,Non-stick Pan,Home & Kitchen,3,46.38,139.14,2024-04-27
ORD-101062,Hoodie,Clothing,2,37.15,74.3,2025-09-28
ORD-101063,Bluetooth Speaker,Electronics,4,81.11,324.44,2025-01-25
ORD-101064,Football,Sports,4,24.96,99.84,2024-09-19
ORD-101065,Hoodie,Clothing,2,56.91,113.82,2025-01-18
ORD-101066,Air Fryer,Home & Kitchen,8,86.85,694.8,2024-02-14
ORD-101067,Storage Container Set,Home & Kitchen,3,12.74,38.22,2025-06-10
ORD-101068,Smartwatch,Electronics,2,104.74,209.48,2025-06-30
ORD-101069,Smartphone Case,Electronics,4,29.2,116.8,2025-12-02
ORD-101070,Smartwatch,Electronics,4,399.85,1599.4,2025-12-20
ORD-101071,Lipstick Set,Beauty,2,26.62,53.24,2025-10-24
ORD-101072,Smartphone Case,Electronics,3,23.68,71.04,2024-01-25
ORD-101073,Cotton T-Shirt,Clothing,6,9.2,55.2,2024-03-16
ORD-101074,Sunscreen,Beauty,2,20.19,40.38,2024-03-13
ORD-101075,Bluetooth Speaker,Electronics,3,51.27,153.81,2025-02-21
ORD-101076,Air Fryer,Home & Kitchen,4,66.81,267.24,2024-11-19
ORD-101077,Sunscreen,Beauty,2,20.82,41.64,2024-01-07
ORD-101078,Vacuum Cleaner,Home & Kitchen,3,212.18,636.54,2024-02-16
ORD-101079,Smartwatch,Electronics,3,137.98,413.94,2024-04-18
ORD-101080,Sunscreen,Beauty,1,15.67,15.67,2024-03-29
ORD-101081,Football,Sports,3,34.12,102.36,2025-02-08
ORD-101082,Smartphone Case,Electronics,4,16.93,67.72,2025-06-30
ORD-101083,Sunscreen,Beauty,4,28.04,112.16,2024-10-29
ORD-101084,Bluetooth Speaker,Electronics,6,60.29,361.74,2024-01-12
ORD-101085,Non-stick Pan,Home & Kitchen,4,14.58,58.32,2024-02-12
ORD-101086,Vacuum Cleaner,Home & Kitchen,7,291.57,2040.99,2025-07-14
ORD-101087,Running Jacket,Clothing,5,59.58,297.9,2024-08-04
ORD-101088,Vacuum Cleaner,Home & Kitchen,1,98.87,98.87,2024-05-25
ORD-101089,Bluetooth Speaker,Electronics,2,30.41,60.82,2024-07-17
ORD-101090,Sunscreen,Beauty,2,28.48,56.96,2024-02-25
ORD-101091,Fitness Tracker,Sports,3,123.54,370.62,2025-04-17
ORD-101092,Wireless Earbuds,Electronics,4,42.49,169.96,2024-09-13
ORD-101093,Lipstick Set,Beauty,5,21.67,108.35,2024-12-04
ORD-101094,Moisturizer,Beauty,6,20.52,123.12,2024-04-12
ORD-101095,Smartphone Case,Electronics,2,31.24,62.48,2024-11-21
ORD-101096,Running Jacket,Clothing,3,87.0,261.0,2025-12-11
ORD-101097,Storage Container Set,Home & Kitchen,5,61.01,305.05,2024-11-19
ORD-101098,Bluetooth Speaker,Electronics,4,73.76,295.04,2024-09-09
ORD-101099,Lipstick Set,Beauty,2,32.39,64.78,2024-10-10
ORD-101100,Bluetooth Speaker,Electronics,4,53.22,212.88,2025-05-06
ORD-101101,Running Jacket,Clothing,5,69.12,345.6,2025-05-13
ORD-101102,Smartwatch,Electronics,5,254.81,1274.05,2024-03-24
ORD-101103,Dumbbell Set,Sports,2,49.56,99.12,2025-07-05
ORD-101104,Face Serum,Beauty,1,63.31,63.31,2024-03-18
ORD-101105,Yoga Mat,Sports,3,31.36,94.08,2025-08-18
ORD-101106,Moisturizer,Beauty,2,31.92,63.84,2024-02-07
ORD-101107,Vacuum Cleaner,Home & Kitchen,4,197.83,791.32,2025-04-28
ORD-101108,Laptop Sleeve,Electronics,8,56.39,451.12,2024-08-16
ORD-101109,Storage Container Set,Home & Kitchen,3,25.25,75.75,2024-05-17
ORD-101110,Air Fryer,Home & Kitchen,2,118.36,236.72,2025-01-07
ORD-101111,Vacuum Cleaner,Home & Kitchen,2,125.14,250.28,2025-12-01
ORD-101112,Air Fryer,Home & Kitchen,3,81.53,244.59,2024-06-12
ORD-101113,Dumbbell Set,Sports,6,136.96,821.76,2025-05-10
ORD-101114,Laptop Sleeve,Electronics,3,20.18,60.54,2024-08-25
ORD-101115,Cotton T-Shirt,Clothing,4,14.07,56.28,2025-11-15
ORD-101116,Cycling Helmet,Sports,5,49.45,247.25,2025-02-01
ORD-101117,Cotton T-Shirt,Clothing,4,26.71,106.84,2024-02-10
ORD-101118,Hoodie,Clothing,6,66.14,396.84,2025-10-10
ORD-101119,Cycling Helmet,Sports,6,49.97,299.82,2025-08-15
ORD-101120,Laptop Sleeve,Electronics,3,37.55,112.65,2025-01-09
ORD-101121,Yoga Mat,Sports,1,23.34,23.34,2025-06-13
ORD-101122,Dumbbell Set,Sports,6,78.54,471.24,2025-06-12
ORD-101123,Hair Dryer,Beauty,5,79.25,396.25,2025-05-13
ORD-101124,Yoga Mat,Sports,4,46.15,184.6,2025-05-28
ORD-101125,Denim Jeans,Clothing,5,37.04,185.2,2024-03-19
ORD-101126,Denim Jeans,Clothing,4,28.14,112.56,2024-07-10
ORD-101127,Non-stick Pan,Home & Kitchen,3,32.7,98.1,2025-11-07
ORD-101128,Face Serum,Beauty,2,50.15,100.3,2025-05-08
ORD-101129,Vacuum Cleaner,Home & Kitchen,5,177.43,887.15,2024-06-14
ORD-101130,Denim Jeans,Clothing,2,24.31,48.62,2024-02-14
ORD-101131,Electric Kettle,Home & Kitchen,5,37.45,187.25,2025-10-06
ORD-101132,Dumbbell Set,Sports,4,42.38,169.52,2024-02-27
ORD-101133,Fitness Tracker,Sports,3,99.45,298.35,2025-02-19
ORD-101134,Non-stick Pan,Home & Kitchen,2,69.64,139.28,2025-11-08
ORD-101135,Dumbbell Set,Sports,3,91.69,275.07,2025-04-04
ORD-101136,Air Fryer,Home & Kitchen,5,88.3,441.5,2024-06-23
ORD-101137,Denim Jeans,Clothing,6,51.1,306.6,2025-08-19
ORD-101138,Smartwatch,Electronics,3,107.18,321.54,2024-09-27
ORD-101139,Lipstick Set,Beauty,5,22.41,112.05,2025-09-02
ORD-101140,Laptop Sleeve,Electronics,5,24.27,121.35,2024-05-15
ORD-101141,Smartwatch,Electronics,4,268.13,1072.52,2025-12-01
ORD-101142,Wireless Earbuds,Electronics,3,86.85,260.55,2024-06-30
ORD-101143,Non-stick Pan,Home & Kitchen,4,43.96,175.84,2025-06-28
ORD-101144,Laptop Sleeve,Electronics,3,33.37,100.11,2025-11-06
ORD-101145,Non-stick Pan,Home & Kitchen,3,55.03,165.09,2025-11-25
ORD-101146,Storage Container Set,Home & Kitchen,5,36.61,183.05,2024-02-14
ORD-101147,Sneakers,Clothing,3,79.96,239.88,2025-01-25
ORD-101148,Sunscreen,Beauty,6,16.28,97.68,2024-04-10
ORD-101149,Denim Jeans,Clothing,3,31.82,95.46,2024-03-26
ORD-101150,Football,Sports,3,13.07,39.21,2024-09-20
ORD-101151,Face Serum,Beauty,2,48.35,96.7,2025-08-14
ORD-101152,Air Fryer,Home & Kitchen,4,99.04,396.16,2025-11-01
ORD-101153,Lipstick Set,Beauty,4,10.57,42.28,2025-01-05
ORD-101154,Hoodie,Clothing,3,36.03,108.09,2024-09-16
ORD-101155,Vacuum Cleaner,Home & Kitchen,4,198.6,794.4,2025-01-09
ORD-101156,Football,Sports,3,26.02,78.06,2024-07-27
ORD-101157,Lipstick Set,Beauty,4,20.72,82.88,2024-07-02
ORD-101158,Storage Container Set,Home & Kitchen,4,39.41,157.64,2024-11-10
ORD-101159,Lipstick Set,Beauty,1,35.56,35.56,2024-05-21
ORD-101160,Electric Kettle,Home & Kitchen,5,43.49,217.45,2025-04-02
ORD-101161,Yoga Mat,Sports,5,25.84,129.2,2024-08-07
ORD-101162,Sunscreen,Beauty,4,24.0,96.0,2025-09-20
ORD-101163,Moisturizer,Beauty,3,50.49,151.47,2025-02-02
ORD-101164,Wireless Earbuds,Electronics,3,80.36,241.08,2024-05-28
ORD-101165,Non-stick Pan,Home & Kitchen,4,28.68,114.72,2024-03-06
ORD-101166,Hoodie,Clothing,4,69.12,276.48,2024-02-08
ORD-101167,Football,Sports,2,26.4,52.8,2025-09-20
